"Sigla","Ano","Total","0-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90+"
"RO",2000,1401535,160573,164716,162206,157743,138457,121911,111570,98405,78415,59979,43885,33297,25994,18743,12548,7321,3428,1443,901
"RO",2001,1431048,162084,164597,162826,159773,142699,124738,113458,101469,82132,63156,46299,34614,26880,19559,13118,7729,3665,1398,854
"RO",2002,1459811,163196,164136,163505,160872,147210,127907,115245,104174,86038,66338,48975,36055,27744,20424,13692,8148,3918,1431,803
"RO",2003,1487850,164048,163286,164152,161327,151645,131422,117086,106567,89982,69572,51850,37664,28628,21311,14275,8577,4183,1512,763
"RO",2004,1515151,164765,161989,164581,161628,155500,135274,119193,108740,93742,72932,54841,39488,29597,22174,14887,9008,4453,1620,739
"RO",2005,1541715,165556,160112,164682,162073,158455,139426,121705,110769,97179,76458,57886,41557,30692,22998,15529,9441,4724,1743,730
"RO",2006,1567546,162658,161517,164452,162581,160537,143847,124596,112677,100290,80140,60971,43874,31904,23798,16204,9880,5002,1879,739
"RO",2007,1592640,159847,162536,163878,163147,161684,148540,127829,114487,103045,84008,64062,46437,33231,24578,16922,10322,5291,2024,772
"RO",2008,1616992,157101,163301,162922,163677,162181,153153,131413,116349,105490,87909,67200,49193,34708,25378,17653,10776,5585,2180,823
"RO",2009,1640607,154445,163927,161518,163995,162510,157184,135337,118476,107716,91629,70459,52054,36386,26251,18363,11247,5882,2339,889
"RO",2010,1663490,151892,164626,159536,163982,162973,160311,139564,121001,109801,95027,73873,54961,38288,27230,19037,11738,6184,2497,969
"RO",2011,1685697,149458,161657,160836,163657,163479,162544,144062,123895,111757,98108,77437,57910,40424,28312,19699,12253,6492,2658,1059
"RO",2012,1707272,147144,158803,161775,163010,164015,163810,148822,127129,113604,100850,81180,60871,42797,29499,20365,12804,6807,2829,1158
"RO",2013,1728214,144943,156036,162483,162005,164504,164385,153490,130715,115493,103294,84964,63883,45359,30825,21062,13372,7134,3002,1265
"RO",2014,1748531,142826,153383,163080,160584,164785,164757,157555,134637,117640,105520,88576,67019,48028,32340,21833,13934,7480,3179,1375
"RO",2015,1768204,140771,150851,163778,158609,164749,165219,160697,138866,120174,107601,91891,70308,50748,34075,22694,14482,7844,3361,1486
"RO",2016,1787279,138798,148447,160831,159920,164414,165698,162932,143365,123075,109554,94908,73739,53516,36026,23645,15032,8225,3553,1601
"RO",2017,1805788,136935,146162,157997,160870,163763,166208,164202,148120,126311,111403,97600,77342,56297,38195,24685,15590,8631,3751,1726
"RO",2018,1823741,135197,143984,155249,161590,162756,166668,164781,152783,129896,113295,100004,80982,59132,40537,25841,16177,9052,3959,1858
"RO",2019,1841142,133580,141892,152618,162196,161334,166918,165152,156848,133818,115440,102200,84462,62081,42979,27162,16821,9468,4181,1992
"RO",2020,1857992,132095,139864,150104,162901,159360,166858,165612,159994,138044,117965,104259,87657,65177,45470,28676,17532,9875,4417,2132
"RO",2021,1874318,130732,137911,147718,159981,160662,166500,166087,162237,142535,120851,106194,90575,68409,48006,30381,18311,10291,4657,2280
"RO",2022,1890155,129474,136069,145453,157175,161617,165828,166592,163522,147283,124063,108032,93187,71805,50555,32274,19159,10716,4913,2438
"RO",2023,1905483,128305,134350,143290,154453,162354,164808,167049,164115,151936,127618,109913,95526,75236,53156,34321,20103,11165,5180,2605
"RO",2024,1920296,127203,132758,141212,151842,162977,163389,167296,164503,155991,131508,112038,97674,78521,55864,36455,21185,11655,5447,2778
"RO",2025,1934569,126161,131289,139198,149351,163696,161435,167235,164975,159133,135700,114532,99691,81547,58709,38634,22420,12194,5709,2960
"RO",2026,1948295,125148,129939,137264,146985,160811,162738,166878,165459,161381,140152,117373,101595,84318,61680,40853,23812,12779,5981,3149
"RO",2027,1961483,124142,128698,135435,144735,158022,163699,166212,165971,162675,144853,120535,103409,86807,64807,43085,25365,13415,6266,3352
"RO",2028,1974114,123141,127544,133730,142592,155305,164442,165206,166438,163282,149459,124028,105266,89052,67971,45365,27041,14120,6566,3566
"RO",2029,1986163,122142,126458,132149,140529,152687,165065,163808,166696,163683,153472,127851,107358,91120,71003,47745,28791,14929,6891,3786
"RO",2030,1997617,121140,125431,130692,138531,150184,165770,161887,166650,164165,156586,131970,109806,93064,73805,50249,30578,15854,7247,4008
"AC",2000,587407,84773,77034,70121,68763,58519,48003,39981,32366,27075,21497,16007,12595,9613,7218,5726,3717,2148,1125,1126
"AC",2001,602009,86180,78556,70920,69419,60681,49780,41356,33596,27971,22499,16789,13029,9975,7398,5787,3819,2151,1128,975
"AC",2002,616781,87409,80069,72108,69508,62938,51664,42702,34958,28828,23498,17687,13455,10365,7633,5819,3954,2177,1135,874
"AC",2003,631650,88441,81533,73581,69311,65097,53640,44070,36408,29698,24480,18666,13908,10776,7912,5852,4102,2223,1143,809
"AC",2004,646548,89283,82888,75150,69278,66858,55695,45550,37858,30658,25435,19666,14442,11191,8218,5926,4234,2295,1153,770
"AC",2005,661427,90023,84017,76683,69699,68050,57802,47193,39259,31757,26361,20653,15087,11604,8540,6059,4341,2386,1164,749
"AC",2006,676252,90106,85454,78214,70505,68712,59965,48967,40630,32987,27254,21635,15837,12013,8880,6245,4429,2497,1181,741
"AC",2007,690997,90014,86715,79735,71696,68813,62222,50844,41973,34343,28111,22612,16698,12411,9250,6475,4496,2634,1212,743
"AC",2008,705635,89775,87782,81204,73169,68633,64381,52808,43339,35787,28976,23576,17633,12838,9636,6743,4565,2784,1252,754
"AC",2009,720132,89420,88659,82563,74739,68617,66147,54850,44817,37229,29929,24514,18589,13340,10025,7033,4666,2917,1308,770
"AC",2010,734447,88960,89432,83699,76269,69045,67350,56944,46450,38625,31018,25423,19530,13945,10411,7336,4810,3032,1378,790
"AC",2011,748616,88426,89548,85146,77797,69856,68026,59096,48212,39994,32235,26302,20470,14649,10795,7660,4996,3132,1460,816
"AC",2012,762631,87845,89487,86417,79319,71049,68143,61343,50080,41337,33578,27147,21412,15463,11168,8003,5216,3216,1562,846
"AC",2013,776463,87220,89276,87493,80789,72522,67986,63493,52035,42705,35006,28002,22346,16348,11568,8365,5459,3297,1672,881
"AC",2014,790101,86554,88942,88375,82153,74092,67989,65258,54067,44184,36435,28949,23259,17259,12041,8728,5723,3398,1772,923
"AC",2015,803513,85849,88496,89152,83298,75626,68434,66466,56154,45817,37826,30027,24150,18162,12614,9086,5996,3525,1859,976
"AC",2016,816687,85089,87970,89273,84751,77159,69257,67150,58302,47579,39190,31229,25013,19068,13276,9441,6287,3683,1933,1037
"AC",2017,829619,84259,87397,89212,86026,78688,70456,67292,60541,49444,40529,32553,25844,19977,14041,9786,6600,3866,1999,1109
"AC",2018,842290,83368,86784,89005,87106,80165,71934,67152,62688,51394,41894,33964,26686,20880,14870,10153,6926,4069,2066,1186
"AC",2019,854691,82425,86129,88678,87991,81535,73507,67173,64455,53424,43370,35372,27617,21761,15728,10585,7248,4285,2147,1261
"AC",2020,866811,81446,85434,88242,88773,82687,75046,67631,65672,55506,44992,36744,28674,22624,16574,11110,7563,4512,2246,1335
"AC",2021,878654,80444,84687,87725,88902,84144,76582,68463,66372,57647,46744,38092,29847,23465,17425,11714,7877,4753,2364,1407
"AC",2022,890220,79433,83874,87161,88854,85424,78112,69664,66530,59880,48597,39416,31141,24268,18283,12411,8182,5013,2495,1482
"AC",2023,901494,78431,82996,86552,88662,86509,79590,71140,66408,62017,50533,40762,32513,25090,19135,13167,8507,5281,2641,1560
"AC",2024,912480,77446,82062,85902,88345,87401,80963,72714,66440,63780,52545,42219,33883,25991,19965,13949,8886,5547,2797,1645
"AC",2025,923171,76481,81090,85211,87918,88190,82117,74252,66902,64996,54613,43822,35220,27012,20778,14722,9346,5800,2963,1738
"AC",2026,933580,75542,80094,84465,87405,88331,83576,75785,67737,65700,56736,45550,36535,28142,21573,15499,9874,6057,3138,1841
"AC",2027,943714,74637,79093,83655,86841,88295,84859,77311,68939,65867,58952,47375,37825,29386,22336,16283,10478,6304,3326,1952
"AC",2028,953573,73768,78098,82781,86235,88112,85948,78790,70411,65762,61072,49280,39143,30703,23116,17060,11134,6569,3518,2073
"AC",2029,963154,72935,77122,81852,85591,87808,86843,80163,71981,65805,62823,51259,40566,32020,23968,17819,11813,6875,3708,2203
"AC",2030,972464,72140,76163,80886,84912,87390,87637,81318,73516,66277,64033,53293,42128,33307,24933,18566,12484,7249,3889,2343
"AM",2000,2872524,407544,380967,341901,336353,292814,243521,196800,169407,134588,104321,74591,56499,44494,33643,23865,15863,8399,4399,2555
"AM",2001,2946727,409695,388903,347660,340216,303214,253324,204318,174721,140876,109728,79074,58642,45753,34713,24467,16170,8616,4043,2594
"AM",2002,3021363,411637,395900,355541,341337,313988,263002,212965,179278,147647,114946,84171,60982,47074,35834,25195,16473,8930,3927,2536
"AM",2003,3096127,413550,401571,364805,341172,324298,272636,222423,183631,154557,120140,89667,63644,48505,36992,26025,16809,9292,3957,2453
"AM",2004,3170740,415747,405490,374147,342059,332860,282430,232132,188644,161079,125585,95227,66799,50112,38158,26933,17227,9659,4074,2378
"AM",2005,3244995,418904,406987,382644,345434,338969,292437,241730,194848,166914,131439,100654,70531,51947,39330,27897,17752,10014,4238,2326
"AM",2006,3318679,420182,409017,390344,350932,342673,302626,251259,202133,172111,137676,105960,74823,53988,40540,28912,18370,10371,4451,2311
"AM",2007,3391594,420520,410837,397096,358544,343633,313165,260659,210527,176566,144386,111095,79694,56213,41807,29972,19089,10730,4721,2340
"AM",2008,3463562,420024,412628,402514,367535,343304,323224,270008,219713,180822,151235,116207,84945,58735,43172,31064,19887,11116,5020,2409
"AM",2009,3534456,418820,414700,406179,376600,344025,331524,279509,229142,185722,157705,121564,90258,61718,44694,32165,20746,11554,5322,2509
"AM",2010,3604165,417019,417725,407420,384813,347219,337374,289205,238452,191794,163503,127318,95443,65235,46418,33267,21646,12065,5617,2632
"AM",2011,3672969,414748,418905,409237,392262,352565,340882,299110,247730,198937,168689,133454,100531,69274,48333,34400,22581,12631,5915,2785
"AM",2012,3740976,412122,419189,410927,398825,360067,341759,309422,256939,207191,173161,140061,105485,73853,50423,35578,23544,13249,6208,2973
"AM",2013,3807921,409194,418672,412639,404112,368982,341427,319307,266144,216245,177437,146800,110430,78794,52783,36836,24518,13912,6507,3182
"AM",2014,3873743,405980,417479,414687,407714,378012,342186,327517,275548,225567,182352,153173,115621,83802,55561,38228,25487,14602,6830,3397
"AM",2015,3938336,402454,415721,417733,408973,386242,345446,333373,285198,234811,188412,158896,121202,88711,58824,39791,26450,15312,7181,3606
"AM",2016,4001667,398509,413511,418949,410841,393739,350855,336948,295075,244054,195524,164023,127150,93546,62561,41524,27430,16041,7562,3825
"AM",2017,4063614,394089,410945,419272,412577,400355,358392,337923,305354,253230,203723,168458,133549,98258,66792,43405,28455,16796,7982,4059
"AM",2018,4124033,389272,408076,418794,414338,405700,367325,337703,315212,262400,212710,172714,140079,102973,71360,45527,29544,17561,8435,4310
"AM",2019,4182899,384132,404916,417636,416429,409362,376371,338562,323413,271771,221963,177595,146260,107929,75992,48018,30744,18327,8903,4576
"AM",2020,4240210,378749,401445,415912,419509,410691,384628,341885,329299,281382,231147,183598,151822,113252,80536,50942,32084,19090,9383,4856
"AM",2021,4295846,373305,397534,413710,420753,412594,392132,347303,332908,291197,240308,190613,156809,118919,85018,54276,33563,19867,9880,5157
"AM",2022,4349811,367938,393135,411132,421075,414343,398731,354796,333926,301386,249383,198672,161132,125003,89395,58034,35165,20678,10401,5486
"AM",2023,4402267,362683,388341,408249,420590,416118,404065,363675,333763,311163,258458,207498,165293,131215,93786,62089,36965,21545,10930,5841
"AM",2024,4453233,357583,383224,405077,419419,418221,407734,372669,334666,319306,267732,216582,170062,137102,98405,66209,39071,22498,11461,6212
"AM",2025,4502713,352674,377864,401589,417674,421297,409096,380884,338000,325165,277243,225603,175914,142409,103366,70260,41540,23550,11988,6597
"AM",2026,4550668,347985,372440,397665,415448,422549,411033,388361,343407,328783,286961,234608,182743,147183,108647,74266,44353,24708,12526,7002
"AM",2027,4597105,343530,367095,393257,412842,422874,412823,394947,350865,329844,297054,243540,190572,151346,114313,78195,47521,25958,13095,7434
"AM",2028,4642138,339324,361857,388454,409931,422384,414633,400284,359691,329739,306735,252474,199140,155360,120099,82149,50932,27365,13704,7883
"AM",2029,4685782,335361,356772,383328,406726,421199,416761,403976,368633,330680,314807,261602,207962,159956,125587,86313,54401,29006,14370,8342
"AM",2030,4728027,331617,351881,377956,403200,419438,419842,405386,376808,334016,320628,270967,216724,165581,130548,90781,57823,30925,15099,8807
"RR",2000,336829,48084,44383,39391,38071,32957,28693,25144,21747,17334,13036,9099,6080,4593,3169,2300,1458,766,351,173
"RR",2001,351178,49773,46132,40847,39328,34564,29806,26086,22699,18323,13945,9859,6523,4795,3340,2335,1511,787,351,174
"RR",2002,365275,51244,47746,42483,40250,36316,30954,27024,23583,19329,14842,10643,7050,4980,3543,2376,1567,815,358,172
"RR",2003,379035,52513,49175,44225,40977,38094,32161,27964,24411,20331,15727,11444,7643,5178,3759,2429,1619,846,369,170
"RR",2004,392392,53606,50373,45927,41755,39714,33458,28909,25218,21292,16606,12255,8279,5429,3966,2508,1667,881,380,169
"RR",2005,405273,54577,51273,47483,42742,41066,34855,29867,26022,22188,17480,13068,8943,5756,4146,2620,1704,923,391,169
"RR",2006,417634,54650,52647,48901,43896,42127,36357,30853,26812,23020,18358,13870,9628,6160,4315,2759,1737,966,406,172
"RR",2007,429406,54553,53787,50150,45217,42824,37987,31866,27597,23777,19245,14652,10332,6637,4470,2925,1775,1012,424,176
"RR",2008,440533,54297,54705,51197,46617,43307,39618,32932,28381,24477,20119,15420,11047,7175,4635,3100,1824,1057,445,180
"RR",2009,450969,53903,55427,51989,47956,43832,41075,34083,29160,25155,20947,16172,11764,7749,4848,3268,1890,1097,468,186
"RR",2010,460678,53396,56016,52463,49129,44554,42242,35325,29945,25824,21707,16910,12480,8347,5127,3416,1982,1128,496,191
"RR",2011,469943,52833,55737,53452,50182,45456,43125,36683,30765,26483,22410,17660,13186,8967,5474,3555,2095,1156,525,199
"RR",2012,479073,52272,55360,54294,51129,46577,43675,38197,31648,27158,23070,18438,13883,9611,5893,3682,2231,1191,555,209
"RR",2013,488072,51728,54901,55000,51948,47834,44052,39749,32617,27859,23697,19222,14583,10271,6374,3821,2376,1232,587,221
"RR",2014,496936,51200,54387,55599,52599,49087,44515,41161,33712,28581,24329,19988,15282,10946,6889,4006,2518,1286,616,235
"RR",2015,505665,50684,53840,56145,53028,50243,45226,42321,34937,29345,24979,20716,15993,11627,7435,4251,2646,1358,638,253
"RR",2016,514229,50165,53272,55862,54024,51312,46142,43215,36298,30165,25636,21403,16729,12306,8005,4554,2764,1445,661,271
"RR",2017,522636,49630,52707,55486,54872,52274,47278,43777,37813,31049,26308,22053,17489,12977,8599,4923,2874,1549,688,290
"RR",2018,530879,49079,52155,55029,55588,53106,48546,44171,39367,32015,27004,22670,18257,13655,9209,5343,2998,1660,716,311
"RR",2019,538963,48514,51620,54513,56200,53775,49813,44647,40780,33105,27725,23293,19005,14331,9836,5794,3157,1769,755,331
"RR",2020,546891,47945,51098,53960,56759,54224,50984,45368,41941,34326,28484,23937,19716,15023,10466,6274,3360,1873,803,350
"RR",2021,554663,47393,50574,53392,56491,55233,52066,46294,42841,35680,29294,24591,20390,15736,11099,6775,3617,1963,864,370
"RR",2022,562288,46875,50034,52825,56124,56098,53043,47440,43411,37185,30169,25256,21030,16472,11725,7297,3923,2054,935,392
"RR",2023,569760,46394,49472,52274,55671,56835,53889,48717,43812,38728,31125,25947,21641,17213,12360,7831,4274,2154,1007,416
"RR",2024,577080,45956,48898,51738,55151,57455,54572,49993,44296,40130,32204,26659,22258,17935,12994,8385,4652,2280,1079,445
"RR",2025,584261,45560,48322,51212,54594,58017,55037,51172,45024,41285,33406,27409,22893,18623,13643,8945,5051,2443,1149,476
"RR",2026,591301,45201,47765,50682,54013,57752,56062,52261,45954,42180,34740,28211,23540,19281,14310,9511,5468,2643,1211,516
"RR",2027,598202,44875,47244,50134,53436,57380,56942,53246,47103,42749,36225,29071,24203,19901,15002,10069,5907,2883,1272,560
"RR",2028,604960,44579,46757,49576,52871,56917,57689,54101,48379,43155,37745,30012,24886,20498,15698,10637,6359,3151,1344,606
"RR",2029,611583,44314,46314,49004,52325,56388,58317,54795,49654,43645,39126,31073,25588,21100,16376,11209,6827,3439,1434,655
"RR",2030,618057,44072,45910,48428,51786,55813,58883,55274,50833,44375,40268,32251,26330,21723,17022,11792,7306,3744,1545,702
"PA",2000,6386876,835174,807497,764292,744362,629217,531838,445281,375977,314677,252696,188661,149438,116462,87149,62082,38924,23432,12634,7083
"PA",2001,6516683,838558,813930,768024,752113,650825,548146,459495,387240,325129,263801,197924,154191,120341,89961,63977,40255,23468,12475,6830
"PA",2002,6646479,841665,819377,774297,753747,674524,564102,474471,398776,335523,274516,208554,158974,124435,93008,65875,41862,23670,12382,6721
"PA",2003,6775865,844575,823498,782292,751727,697929,580377,490041,410733,345953,284926,220042,164204,128706,96259,67855,43623,24072,12361,6692
"PA",2004,6904392,847438,825879,790454,750104,717362,598080,505931,423304,356549,295214,231605,170486,133083,99665,70019,45381,24719,12416,6703
"PA",2005,7031660,850903,825691,797738,751416,730663,617693,521983,436609,367418,305517,242745,178156,137551,103203,72428,47073,25606,12536,6731
"PA",2006,7157305,848397,829465,804236,755127,738300,638998,538064,450633,378569,315788,253549,187096,142130,106905,75050,48753,26699,12737,6809
"PA",2007,7281011,844212,832976,809768,761338,739903,662377,553811,465418,389995,326007,263996,197344,146744,110815,77884,50446,27988,13030,6959
"PA",2008,7402515,838448,836301,813997,769245,737910,685476,569880,480801,401844,336267,274161,208416,151779,114900,80896,52217,29381,13437,7159
"PA",2009,7521656,831347,839583,816504,777316,736319,704679,587368,496514,414305,346697,284225,219570,157802,119084,84047,54140,30776,13983,7397
"PA",2010,7638340,823194,843476,816469,784525,737631,717853,606752,512388,427492,357400,294308,230341,165130,123352,87319,56252,32129,14669,7660
"PA",2011,7751993,814180,841367,820374,790964,741287,725418,627772,528250,441373,368363,304348,240793,173635,127710,90734,58526,33473,15462,7964
"PA",2012,7862333,804490,837497,823996,796456,747408,727008,650808,543731,455962,379579,314318,250900,183342,132069,94317,60959,34827,16358,8308
"PA",2013,7969654,794380,831994,827418,800675,755215,725063,673589,559536,471124,391212,324321,260732,193815,136787,98039,63522,36231,17303,8698
"PA",2014,8073924,783993,825090,830768,803203,763211,723521,692542,576741,486596,403441,334490,270460,204355,142391,101822,66184,37734,18238,9144
"PA",2015,8175113,773411,817052,834689,803209,770376,724858,705563,595824,502209,416383,344924,280193,214535,149168,105647,68937,39359,19138,9638
"PA",2016,8272724,762492,808112,832616,807168,776792,728512,713051,616541,517825,430002,355621,289888,224423,157020,109534,71808,41096,20036,10187
"PA",2017,8366628,751214,798502,828806,810863,782274,734589,714659,639252,533090,444325,366580,299525,234009,165970,113426,74830,42959,20949,10806
"PA",2018,8457229,739766,788469,823374,814354,786516,742332,712789,661722,548673,459212,377945,309201,243351,175619,117640,77974,44920,21903,11469
"PA",2019,8544639,728275,778163,816548,817771,789100,750267,711322,680432,565631,474406,389895,319038,252608,185338,122642,81164,46964,22925,12150
"PA",2020,8628901,716840,767659,808596,821750,789203,757390,712696,693301,584436,489741,402538,329140,261874,194738,128676,84387,49078,24024,12834
"PA",2021,8710364,705787,756866,799781,819814,793270,763835,716417,700806,604899,505125,415872,339516,271125,203898,135656,87665,51289,25198,13545
"PA",2022,8789130,695335,745757,790348,816186,797102,769416,722590,702594,627398,520209,429922,350172,280342,212812,143597,90958,53632,26457,14303
"PA",2023,8864989,685409,734473,780493,810956,800727,773779,730399,700952,649672,535616,444526,361231,289597,221525,152145,94523,56071,27789,15106
"PA",2024,8938000,675982,723140,770364,804350,804269,776507,738396,699703,668256,552376,459433,372860,299013,230171,160759,98741,58544,29181,15955
"PA",2025,9008231,667049,711858,760046,796630,808362,776781,745600,701247,681101,570955,474492,385160,308687,238835,169109,103814,61036,30622,16847
"PA",2026,9075990,658607,700958,749436,788048,806620,780977,752143,705105,688661,591159,489604,398123,318626,247487,177272,109664,63571,32136,17793
"PA",2027,9141350,650629,690659,738505,778842,803217,784947,757840,711382,690589,613357,504431,411774,328840,256111,185250,116296,66125,33746,18810
"PA",2028,9204104,643088,680884,727402,769223,798225,788710,762335,719273,689151,635335,519578,425965,339444,264780,193077,123429,68893,35424,19888
"PA",2029,9264288,635970,671599,716254,759336,791867,792390,765213,727353,688107,653698,536051,440455,350596,273609,200854,130629,72161,37126,21020
"PA",2030,9321910,629236,662805,705158,749262,784399,796611,765672,734645,689820,666438,554296,455105,362387,282684,208654,137625,76079,38834,22200
"AP",2000,499329,74672,66177,59781,58280,50478,44905,36462,29283,22862,17056,11601,8840,6478,4798,3135,1963,1157,730,671
"AP",2001,519202,77654,68418,61287,59711,52592,46634,38413,30747,24195,18202,12457,9248,6813,5004,3301,2043,1164,693,626
"AP",2002,538836,80057,70690,63075,60674,54999,48130,40496,32241,25541,19357,13462,9642,7191,5207,3491,2129,1191,673,590
"AP",2003,558398,82079,72964,65081,61372,57489,49530,42619,33790,26899,20527,14572,10072,7599,5419,3695,2228,1234,667,562
"AP",2004,577786,83669,75207,67160,62168,59721,51058,44632,35439,28263,21740,15710,10610,8005,5661,3901,2343,1288,668,543
"AP",2005,596914,84837,77340,69222,63286,61496,52841,46449,37204,29637,23002,16832,11299,8397,5941,4100,2472,1353,673,533
"AP",2006,615692,84773,80111,71303,64675,62831,54857,48070,39078,31030,24290,17951,12128,8782,6257,4294,2619,1427,689,527
"AP",2007,634068,84657,82287,73407,66349,63675,57153,49449,41076,32451,25587,19083,13099,9157,6610,4490,2786,1507,715,530
"AP",2008,651977,84275,84060,75506,68238,64242,59511,50728,43107,33919,26894,20228,14170,9565,6993,4692,2964,1596,752,537
"AP",2009,669360,83669,85382,77559,70198,64899,61588,52130,45020,35486,28203,21410,15265,10074,7370,4920,3141,1701,796,549
"AP",2010,686189,82889,86265,79487,72138,65869,63191,53775,46732,37162,29521,22639,16346,10720,7737,5180,3315,1811,845,567
"AP",2011,702638,82002,85944,82060,74108,67131,64359,55664,48252,38958,30859,23896,17426,11503,8094,5471,3486,1936,901,588
"AP",2012,718906,81085,85619,84085,76130,68716,65074,57856,49552,40892,32231,25169,18521,12426,8446,5795,3659,2072,964,614
"AP",2013,734996,80177,85086,85748,78179,70560,65551,60137,50778,42875,33660,26457,19633,13445,8829,6148,3836,2219,1032,646
"AP",2014,750912,79310,84386,87011,80224,72510,66160,62172,52154,44759,35208,27750,20786,14492,9309,6495,4036,2362,1109,679
"AP",2015,766679,78505,83574,87880,82189,74482,67125,63770,53803,46465,36876,29063,21989,15530,9920,6837,4262,2503,1188,718
"AP",2016,782295,77764,82683,87567,84825,76499,68404,64959,55707,47994,38669,30400,23223,16570,10663,7170,4518,2641,1277,762
"AP",2017,797722,77056,81759,87237,86907,78573,70011,65688,57912,49308,40601,31766,24479,17625,11530,7497,4804,2784,1374,811
