Sigla,Sexo,Ano,Total,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
,,2002,1236171,145775,141831,140189,138198,124748,103407,89781,78534,65114,53164,42162,32775,26582,20481,14433,9569,5504,2606,1318
,,2003,1260783,147049,142245,140449,138321,128776,107524,91743,81164,67632,55078,43984,34077,27115,21267,14877,9843,5687,2656,1296
,,2004,1285028,147999,142684,140754,138246,132107,111779,94012,83649,70183,57077,45836,35484,27766,22024,15381,10145,5886,2729,1287
,,2005,1308824,148630,143070,141075,138247,134496,116031,96788,85952,72728,59193,47691,36973,28603,22716,15946,10484,6096,2818,1287
,,2006,1332107,147614,144675,141412,138308,136030,120255,100010,88060,75269,61425,49548,38555,29606,23349,16583,10856,6324,2924,1304
,,2007,1354808,146299,146106,141747,138473,136724,124457,103651,89909,77824,63781,51392,40251,30756,23919,17305,11255,6571,3047,1341
,,2008,1376898,144724,147290,142108,138729,136817,128355,107602,91723,80332,66221,53260,42027,32041,24491,18067,11690,6839,3190,1392
,,2009,1398334,142948,148145,142493,139026,136712,131558,111684,93836,82690,68696,55206,43836,33427,25172,18805,12174,7126,3345,1455
,,2010,1419100,141037,148679,142827,139339,136676,133819,115754,96446,84869,71163,57264,45648,34896,26017,19488,12710,7439,3503,1526
,,2011,1439275,139050,147585,144375,139673,136705,135254,119803,99512,86859,73633,59435,47462,36452,27006,20118,13302,7775,3670,1606
,,2012,1458965,137037,146216,145754,140013,136854,135888,123870,103028,88618,76127,61738,49261,38108,28123,20687,13963,8127,3854,1699
,,2013,1478164,135028,144605,146894,140386,137106,135965,127672,106886,90363,78584,64131,51089,39840,29357,21255,14646,8502,4052,1803
,,2014,1496880,133055,142818,147720,140791,137406,135869,130827,110915,92433,80912,66566,52994,41600,30681,21907,15303,8908,4261,1914
,,2015,1515126,131141,140909,148249,141145,137737,135856,133096,114969,95027,83076,69002,55015,43365,32076,22696,15910,9345,4485,2027
,,2016,1532902,129286,138934,147166,142705,138090,135914,134561,119028,98093,85068,71445,57147,45133,33553,23612,16472,9825,4719,2151
,,2017,1550194,127485,136931,145806,144095,138455,136089,135229,123103,101602,86831,73909,59405,46892,35125,24638,16989,10355,4967,2288
,,2018,1567016,125747,134932,144209,145247,138850,136365,135335,126912,105448,88585,76341,61752,48677,36767,25770,17505,10907,5230,2437
,,2019,1583391,124085,132971,142432,146087,139273,136688,135271,130073,109464,90656,78649,64141,50539,38438,26983,18093,11438,5514,2596
,,2020,1599316,122499,131063,140534,146629,139646,137040,135283,132355,113506,93241,80797,66533,52508,40114,28260,18796,11931,5818,2763
,,2021,1614821,121013,129215,138574,145567,141220,137413,135366,133834,117551,96290,82776,68931,54584,41798,29608,19605,12391,6148,2937
,,2022,1629925,119647,127419,136577,144242,142624,137799,135558,134524,121609,99773,84532,71355,56780,43476,31044,20502,12820,6520,3124
,,2023,1644621,118383,125686,134589,142676,143795,138217,135845,134655,125401,103590,86282,73746,59062,45178,32545,21489,13251,6906,3325
,,2024,1658908,117203,124031,132635,140933,144654,138667,136183,134612,128553,107573,88341,76018,61382,46953,34073,22542,13736,7276,3543
,,2025,1672792,116095,122448,130740,139068,145220,139063,136554,134640,130836,111582,90908,78134,63708,48828,35607,23653,14312,7622,3774
,,2026,1686276,115049,120967,128900,137139,144196,140648,136949,134738,132325,115596,93927,80085,66042,50801,37151,24826,14968,7943,4026
,,2027,1699376,114057,119603,127112,135176,142904,142068,137358,134943,133035,119624,97367,81826,68400,52887,38693,26076,15694,8250,4303
,,2028,1712069,113115,118342,125387,133220,141373,143256,137794,135243,133193,123391,101130,83560,70727,55052,40259,27382,16488,8563,4594
,,2029,1724357,112222,117165,123738,131297,139664,144131,138261,135596,133175,126525,105058,85592,72942,57254,41894,28710,17334,8914,4885
,,2030,1736235,111370,116058,122164,129428,137831,144708,138680,135983,133228,128806,109009,88118,75007,59462,43618,30048,18225,9325,5167
MA,M,2000,2909844,372702,359797,375647,365819,283190,212973,179872,157574,133344,112519,89223,72648,61847,48933,33933,23359,14380,6042,6042
,,2001,2948575,376821,357214,370506,367209,296286,221722,183404,160869,136784,115656,92218,74015,62354,49752,34624,23305,14415,6557,4864
,,2002,2987856,381259,356074,364995,365493,309745,231461,186991,163972,140514,118501,95573,75628,62791,50504,35540,23284,14432,6899,4200
,,2003,3027347,385258,356748,359566,361489,322100,242090,191107,166976,144365,121212,99111,77516,63281,51189,36560,23360,14444,7128,3847
,,2004,3066719,388053,359477,354711,356590,331218,253462,196443,170014,148070,124041,102567,79701,63990,51810,37534,23618,14452,7290,3678
,,2005,3105592,389321,363918,350893,351779,335806,265317,203391,173227,151480,127137,105792,82181,65015,52386,38385,24073,14466,7410,3615
,,2006,3143625,390222,368245,348307,346730,336825,277465,211608,176590,154665,130474,108794,84963,66303,52924,39160,24700,14504,7509,3637
,,2007,3180545,389644,372903,347136,341313,334907,289984,220768,179997,157667,134093,111525,88081,67816,53410,39897,25496,14568,7607,3733
,,2008,3216125,387609,377144,347751,335966,330825,301470,230771,183910,160579,137830,114136,91364,69577,53950,40587,26373,14699,7706,3878
,,2009,3250167,384223,380206,350387,331166,325920,309845,241480,189002,163522,141431,116861,94573,71609,54683,41230,27221,14949,7804,4055
,,2010,3282511,379682,381768,354708,327359,321127,313866,252642,195651,166635,144752,119844,97566,73912,55692,41839,27984,15327,7905,4252
,,2011,3312966,374128,382981,358916,324761,316131,314521,264080,203519,169877,147853,123050,100354,76484,56922,42411,28694,15817,8009,4458
,,2012,3341555,367710,382723,363474,323587,310845,312465,275922,212300,173153,150773,126524,102904,79354,58337,42928,29370,16417,8107,4662
,,2013,3368426,360663,380993,367647,324195,305704,308443,286861,221916,176929,153614,130117,105367,82373,59968,43480,30003,17066,8232,4855
,,2014,3393607,353237,377867,370680,326807,301159,303748,294894,232245,181863,156488,133593,107956,85329,61834,44180,30589,17692,8417,5029
,,2015,3417173,345704,373495,372256,331087,297633,299266,298824,243055,188327,159532,136811,110805,88106,63936,45096,31134,18254,8671,5181
,,2016,3438946,338146,368074,373517,335241,295266,294649,299557,254174,195986,162706,139829,113869,90723,66272,46198,31645,18781,8991,5322
,,2017,3458906,330625,361802,373332,339737,294230,289749,297672,265716,204530,165921,142682,117186,93140,68869,47458,32125,19295,9373,5464
,,2018,3477320,323286,354902,371698,343873,294891,284970,293895,276400,213889,169619,145467,120621,95483,71602,48895,32638,19790,9785,5616
,,2019,3494300,316200,347622,368689,346917,297488,280745,289479,284271,223954,174433,148288,123954,97944,74290,50530,33266,20255,10184,5791
,,2020,3509958,309387,340232,364453,348569,301717,277483,285282,288159,234496,180730,151274,127053,100640,76829,52366,34060,20689,10550,5989
,,2021,3524492,302935,332832,359191,349967,305854,275343,280994,288979,245378,188205,154406,129995,103547,79243,54406,35000,21104,10897,6216
,,2022,3537926,296884,325484,353103,349984,310370,274500,276451,287303,256712,196564,157600,132811,106708,81494,56676,36062,21505,11242,6473
,,2023,3550148,291128,318314,346400,348608,314568,275289,272010,283795,267225,205717,161261,135569,109984,83688,59065,37263,21934,11581,6749
,,2024,3561197,285591,311391,339327,345908,317740,277953,268089,279670,275012,215564,165994,138362,113176,85994,61423,38625,22447,11903,7028
,,2025,3571120,280215,304732,332152,342025,319592,282211,265087,275763,278931,225887,172150,141310,116162,88509,63667,40147,23073,12208,7299
,,2026,3580083,275002,298426,324962,337166,321246,286372,263166,271755,279870,236546,179433,144399,119004,91218,65810,41831,23802,12500,7575
,,2027,3588132,269966,292514,317821,331524,321601,290907,262499,267483,278384,247648,187557,147547,121729,94160,67821,43701,24615,12788,7867
,,2028,3595193,265112,286896,310856,325291,320631,295159,263408,263305,275119,257964,196448,151137,124410,97204,69797,45665,25529,13097,8165
,,2029,3601314,260459,281493,304134,318708,318396,298441,266132,259634,271252,265646,206013,155742,127131,100174,71878,47608,26560,13457,8456
,,2030,3606559,256030,276248,297674,312031,315031,300456,270412,256856,267591,269586,216046,161695,130000,102965,74142,49465,27708,13889,8734
,F,2000,2885068,361696,352236,367438,349561,271015,210085,182495,161686,137467,115019,91249,77763,65572,48811,34583,25201,16847,8172,8172
,,2001,2930689,365447,348978,362987,353537,284321,218168,186052,165184,141472,118799,94327,79053,67020,50784,35642,25465,17098,8928,7427
,,2002,2976630,369512,347056,357654,354727,298247,227284,189589,168564,145636,122348,98006,80327,68257,52873,36898,25753,17338,9489,7072
,,2003,3022627,373138,346890,351993,353593,311482,237445,193565,171873,149821,125786,102048,81765,69367,54950,38327,26130,17575,9912,6967
,,2004,3068380,375501,348826,346697,350989,322103,248664,198645,175188,153800,129319,106088,83612,70475,56838,39894,26675,17808,10240,7018
,,2005,3113552,375922,352926,342361,347556,328906,260796,205238,178606,157452,133066,109903,85999,71673,58444,41573,27419,18045,10507,7160
,,2006,3157820,376182,356768,339142,343225,332578,273579,213103,182097,160887,136966,113529,88911,72915,59832,43349,28337,18302,10744,7374
,,2007,3200928,375056,360922,337236,338031,333578,286989,221978,185562,164205,141018,116933,92388,74140,61036,45230,29416,18577,10978,7655
,,2008,3242664,372564,364645,337064,332511,332347,299745,231873,189457,167453,145086,120230,96206,75518,62127,47100,30631,18921,11211,7975
,,2009,3282860,368812,367124,338969,327345,329706,309957,242807,194437,170703,148949,123620,100020,77275,63217,48809,31963,19389,11441,8317
,,2010,3321369,363995,367683,343015,323120,326275,316441,254631,200902,174056,152493,127214,103619,79535,64386,50273,33389,20001,11672,8669
,,2011,3358011,358275,368098,346792,319990,321986,319878,267088,208594,177466,155828,130958,107044,82280,65593,51558,34896,20745,11911,9031
,,2012,3392798,351818,367142,350878,318164,316892,320744,280173,217258,180843,159050,134860,110277,85554,66784,52693,36499,21609,12157,9403
,,2013,3425875,344833,364837,354551,318058,311528,319477,292661,226933,184648,162214,138794,113433,89153,68114,53743,38100,22580,12445,9773
,,2014,3457277,337539,361269,357014,320005,306555,316892,302686,237642,189525,165392,142547,116694,92764,69794,54795,39575,23645,12814,10130
,,2015,3487068,330172,356609,357597,324065,302537,313592,309083,249249,195865,168678,146008,120168,96192,71938,55917,40857,24789,13282,10470
,,2016,3515090,322807,351042,358073,327833,299588,309491,312497,261503,203410,172037,149279,123803,99471,74528,57074,42002,26000,13840,10812
,,2017,3541323,315503,344745,357210,331902,297888,304599,313386,274389,211910,175374,152449,127592,102578,77607,58220,43033,27290,14481,11167
,,2018,3566019,308390,337925,355018,335579,297854,299430,312189,286694,221404,179126,155565,131417,105617,80986,59492,44004,28583,15196,11550
,,2019,3589278,301537,330796,351582,338086,299823,294637,309697,296580,231918,183920,158697,135072,108762,84375,61078,44978,29783,15982,11975
,,2020,3611198,294960,323595,347069,338762,303878,290768,306510,302889,243325,190140,161936,138450,112115,87600,63078,46009,30839,16825,12450
,,2021,3631939,288738,316413,341672,339388,307668,287959,302562,306302,255406,197556,165254,141658,115625,90698,65475,47073,31796,17719,12977
,,2022,3651516,282908,309301,335577,338726,311795,286391,297853,307271,268146,205927,168564,144781,119288,93649,68304,48129,32675,18670,13561
,,2023,3669858,277369,302380,328970,336772,315560,286451,292863,306186,280324,215276,172279,147856,122990,96546,71399,49294,33515,19626,14202
,,2024,3686995,272046,295710,322064,333610,318196,288484,288237,303829,290127,225630,177005,150955,126530,99549,74506,50729,34361,20521,14906
,,2025,3702972,266884,289308,315086,329404,319051,292586,284515,300790,296419,236867,183114,154159,129815,102746,77473,52516,35252,21318,15669
,,2026,3717969,261884,283258,308126,324352,319897,296424,281847,297001,299874,248767,190382,157439,132945,106090,80334,54639,36170,22051,16489
,,2027,3732018,257058,277594,301234,318632,319506,300605,280406,292462,300938,261317,198577,160710,136000,109579,83075,57127,37085,22738,17375
,,2028,3745016,252408,272216,294532,312415,317863,304443,280565,287649,299984,273328,207721,164370,139015,113106,85775,59842,38088,23403,18293
,,2029,3757005,247956,267048,288076,305905,315049,307182,282666,283195,297784,283021,217845,169002,142055,116489,88576,62570,39307,24074,19205
,,2030,3768045,243716,262038,281887,299327,311221,308166,286814,279631,294913,289284,228836,174968,145193,119638,91555,65183,40810,24776,20089
,Total,2000,5794912,734398,712033,743085,715380,554205,423058,362367,319260,270811,227538,180472,150411,127419,97744,68516,48560,31227,14214,14214
,,2001,5879264,742268,706192,733493,720746,580607,439890,369456,326053,278256,234455,186545,153068,129374,100536,70266,48770,31513,15485,12291
,,2002,5964486,750771,703130,722649,720220,607992,458745,376580,332536,286150,240849,193579,155955,131048,103377,72438,49037,31770,16388,11272
,,2003,6049974,758396,703638,711559,715082,633582,479535,384672,338849,294186,246998,201159,159281,132648,106139,74887,49490,32019,17040,10814
,,2004,6135099,763554,708303,701408,707579,653321,502126,395088,345202,301870,253360,208655,163313,134465,108648,77428,50293,32260,17530,10696
,,2005,6219144,765243,716844,693254,699335,664712,526113,408629,351833,308932,260203,215695,168180,136688,110830,79958,51492,32511,17917,10775
,,2006,6301445,766404,725013,687449,689955,669403,551044,424711,358687,315552,267440,222323,173874,139218,112756,82509,53037,32806,18253,11011
,,2007,6381473,764700,733825,684372,679344,668485,576973,442746,365559,321872,275111,228458,180469,141956,114446,85127,54912,33145,18585,11388
,,2008,6458789,760173,741789,684815,668477,663172,601215,462644,373367,328032,282916,234366,187570,145095,116077,87687,57004,33620,18917,11853
,,2009,6533027,753035,747330,689356,658511,655626,619802,484287,383439,334225,290380,240481,194593,148884,117900,90039,59184,34338,19245,12372
,,2010,6603880,743677,749451,697723,650479,647402,630307,507273,396553,340691,297245,247058,201185,153447,120078,92112,61373,35328,19577,12921
,,2011,6670977,732403,751079,705708,644751,638117,634399,531168,412113,347343,303681,254008,207398,158764,122515,93969,63590,36562,19920,13489
,,2012,6734353,719528,749865,714352,641751,627737,633209,556095,429558,353996,309823,261384,213181,164908,125121,95621,65869,38026,20264,14065
,,2013,6794301,705496,745830,722198,642253,617232,627920,579522,448849,361577,315828,268911,218800,171526,128082,97223,68103,39646,20677,14628
,,2014,6850884,690776,739136,727694,646812,607714,620640,597580,469887,371388,321880,276140,224650,178093,131628,98975,70164,41337,21231,15159
,,2015,6904241,675876,730104,729853,655152,600170,612858,607907,492304,384192,328210,282819,230973,184298,135874,101013,71991,43043,21953,15651
,,2016,6954036,660953,719116,731590,663074,594854,604140,612054,515677,399396,334743,289108,237672,190194,140800,103272,73647,44781,22831,16134
,,2017,7000229,646128,706547,730542,671639,592118,594348,611058,540105,416440,341295,295131,244778,195718,146476,105678,75158,46585,23854,16631
,,2018,7043339,631676,692827,726716,679452,592745,584400,606084,563094,435293,348745,301032,252038,201100,152588,108387,76642,48373,24981,17166
,,2019,7083578,617737,678418,720271,685003,597311,575382,599176,580851,455872,358353,306985,259026,206706,158665,111608,78244,50038,26166,17766
,,2020,7121156,604347,663827,711522,687331,605595,568251,591792,591048,477821,370870,313210,265503,212755,164429,115444,80069,51528,27375,18439
,,2021,7156431,591673,649245,700863,689355,613522,563302,583556,595281,500784,385761,319660,271653,219172,169941,119881,82073,52900,28616,19193
,,2022,7189442,579792,634785,688680,688710,622165,560891,574304,594574,524858,402491,326164,277592,225996,175143,124980,84191,54180,29912,20034
,,2023,7220006,568497,620694,675370,685380,630128,561740,564873,589981,547549,420993,333540,283425,232974,180234,130464,86557,55449,31207,20951
,,2024,7248192,557637,607101,661391,679518,635936,566437,556326,583499,565139,441194,342999,289317,239706,185543,135929,89354,56808,32424,21934
,,2025,7274092,547099,594040,647238,671429,638643,574797,549602,576553,575350,462754,355264,295469,245977,191255,141140,92663,58325,33526,22968
,,2026,7298052,536886,581684,633088,661518,641143,582796,545013,568756,579744,485313,369815,301838,251949,197308,146144,96470,59972,34551,24064
,,2027,7320150,527024,570108,619055,650156,641107,591512,542905,559945,579322,508965,386134,308257,257729,203739,150896,100828,61700,35526,25242
,,2028,7340209,517520,559112,605388,637706,638494,599602,543973,550954,575103,531292,404169,315507,263425,210310,155572,105507,63617,36500,26458
,,2029,7358319,508415,548541,592210,624613,633445,605623,548798,542829,569036,548667,423858,324744,269186,216663,160454,110178,65867,37531,27661
,,2030,7374604,499746,538286,579561,611358,626252,608622,557226,536487,562504,558870,444882,336663,275193,222603,165697,114648,68518,38665,28823
PI,M,2000,1422447,158984,157760,177719,176464,138243,104760,93442,84813,71841,60227,50045,40121,34299,25877,20503,13955,7811,3869,1714
,,2001,1439827,162119,154537,173460,177115,145032,109095,94452,86432,74003,61905,51528,41137,34778,26420,20388,14079,7945,3627,1775
